Date,High,Low,Open,Close,Volume,Adj Close,Symbol,Industry
2021-06-16,202.47999572753906,199.30999755859375,201.6699981689453,200.4199981689453,2102900.0,196.95530700683594,UPS,Air Freight/Delivery Services
2021-06-16,223.5800018310547,220.3800048828125,223.5800018310547,222.05999755859375,2903500.0,219.9369659423828,UNP,Railroads
2021-06-16,2319.35009765625,2284.679931640625,2312.02001953125,2298.22998046875,167900.0,2298.22998046875,BKNG,Other Consumer Services
2021-06-16,152.35000610351562,146.9199981689453,150.9499969482422,149.14999389648438,9632800.0,149.14999389648438,ABNB,Other Consumer Services
2021-06-16,32.8466682434082,32.29999923706055,32.83333206176758,32.40999984741211,11285100.0,32.40999984741211,CSX,Railroads
2021-06-16,273.3999938964844,270.6099853515625,273.2900085449219,271.3999938964844,1024000.0,268.0214538574219,NSC,Railroads
2021-06-16,299.3900146484375,292.4700012207031,298.4700012207031,294.67999267578125,1686100.0,292.226806640625,FDX,Air Freight/Delivery Services
2021-06-16,253.85000610351562,250.1300048828125,253.6199951171875,252.44000244140625,467100.0,252.44000244140625,ODFL,Trucking Freight/Courier Services
2021-06-16,170.0800018310547,166.16000366210938,168.8300018310547,167.9600067138672,2006200.0,167.9600067138672,EXPE,Other Consumer Services
2021-06-16,45.9900016784668,45.130001068115234,45.56999969482422,45.52000045776367,8565500.0,45.52000045776367,DAL,Air Freight/Delivery Services
2021-06-16,57.4900016784668,56.33000183105469,57.060001373291016,56.66999816894531,5947700.0,56.66999816894531,LUV,Air Freight/Delivery Services
2021-06-16,113.45999908447266,112.0,112.62999725341797,112.33000183105469,135300.0,112.33000183105469,RYAAY,Air Freight/Delivery Services
2021-06-16,30.979999542236328,30.389999389648438,30.899999618530273,30.5,3625400.0,30.5,ZTO,Advertising
2021-06-16,167.16000366210938,164.2899932861328,166.9499969482422,164.50999450683594,483800.0,164.50999450683594,JBHT,Trucking Freight/Courier Services
2021-06-16,125.87999725341797,123.37000274658203,125.61000061035156,123.73999786376953,1032700.0,123.73999786376953,EXPD,Oil Refining/Marketing
2021-06-16,56.099998474121094,54.97999954223633,55.18000030517578,55.599998474121094,9952000.0,55.599998474121094,UAL,Air Freight/Delivery Services
2021-06-16,99.37000274658203,96.36000061035156,99.37000274658203,96.47000122070312,986000.0,96.47000122070312,CHRW,Oil Refining/Marketing
2021-06-16,23.0,22.520000457763672,22.739999771118164,22.829999923706055,20296900.0,22.829999923706055,AAL,Air Freight/Delivery Services
2021-06-16,34.5,33.06999969482422,34.099998474121094,34.5,23100.0,34.5,ZNH,Air Freight/Delivery Services
2021-06-16,46.939998626708984,46.220001220703125,46.7599983215332,46.43000030517578,858500.0,46.26028823852539,KNX,Trucking Freight/Courier Services
2021-06-16,31.790000915527344,30.8799991607666,31.360000610351562,31.68000030517578,18763700.0,31.68000030517578,NCLH,Hotels/Resorts
2021-06-16,89.31897735595703,87.64842987060547,88.64376831054688,88.62049102783203,2595726.0,88.62049102783203,XPO,Oil Refining/Marketing
2021-06-16,21.899999618530273,21.510000228881836,21.899999618530273,21.739999771118164,7800.0,21.739999771118164,CEA,Air Freight/Delivery Services
2021-06-16,64.91000366210938,63.619998931884766,64.4000015258789,63.93000030517578,1306500.0,63.93000030517578,ALK,Air Freight/Delivery Services
2021-06-16,212.13999938964844,208.38999938964844,210.0800018310547,210.25999450683594,187000.0,210.25999450683594,SAIA,Trucking Freight/Courier Services
2021-06-16,192.1699981689453,184.99000549316406,189.85000610351562,186.30999755859375,38400.0,182.33802795410156,ASR,Aerospace
2021-06-16,161.86000061035156,159.08999633789062,161.86000061035156,159.8800048828125,230900.0,159.8800048828125,LSTR,Trucking Freight/Courier Services
2021-06-16,44.959999084472656,44.06999969482422,44.70000076293945,44.09000015258789,76200.0,43.6445426940918,STN,Marine Transportation
2021-06-16,62.95000076293945,61.77000045776367,62.290000915527344,62.060001373291016,577500.0,62.060001373291016,TNL,Other Consumer Services
2021-06-16,18.219999313354492,17.860000610351562,18.059999465942383,18.030000686645508,4639800.0,18.030000686645508,JBLU,Air Freight/Delivery Services
2021-06-16,22.700000762939453,22.290000915527344,22.6299991607666,22.450000762939453,783200.0,22.31882095336914,SNDR,Trucking Freight/Courier Services
2021-06-16,64.73999786376953,63.099998474121094,63.79999923706055,64.06999969482422,261100.0,63.37687301635742,MATX,Marine Transportation
2021-06-16,67.0,66.06999969482422,66.8499984741211,66.16000366210938,184500.0,66.16000366210938,KEX,Marine Transportation
2021-06-16,77.06999969482422,75.19999694824219,75.43000030517578,75.38999938964844,318500.0,75.38999938964844,CPA,Air Freight/Delivery Services
2021-06-16,96.52999877929688,95.29000091552734,96.01000213623047,95.83000183105469,118100.0,94.827880859375,GATX,Rental/Leasing Companies
2021-06-16,13.890000343322754,13.579999923706055,13.699999809265137,13.84000015258789,4001200.0,13.84000015258789,SABR,Other Consumer Services
2021-06-16,13.989999771118164,13.770000457763672,13.880000114440918,13.890000343322754,431500.0,13.524662017822266,ATCO,Marine Transportation
2021-06-16,205.82000732421875,199.77000427246094,202.13999938964844,202.52000427246094,304500.0,202.52000427246094,ALGT,Air Freight/Delivery Services
2021-06-16,24.5,22.219999313354492,22.420000076293945,24.3700008392334,3884000.0,24.3700008392334,SBLK,Marine Transportation
2021-06-16,9.989999771118164,9.90999984741211,9.989999771118164,9.970000267028809,454800.0,9.970000267028809,JOBY,Aerospace
2021-06-16,53.540000915527344,52.29999923706055,53.20000076293945,52.7400016784668,133200.0,52.7400016784668,OMAB,Aerospace
